u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,junction,width,access,tunnel
32846410,1024927825,0,"[759234449, 24844939, 88215969]",primary_link,1,50,,True,,False,224.58383211074374,"LINESTRING (23.8857687 54.9322094, 23.8862108 54.9310617, 23.8863141 54.9307979, 23.8863537 54.9307029, 23.886371 54.9306088, 23.8863641 54.9305371, 23.886337 54.9304751, 23.8863105 54.9304425, 23.8862742 54.9304099, 23.8860885 54.9302761)",,,,,
32846410,269938484,0,68692919,primary,2,50,Žemaičių pl.,True,222,False,395.10561314534306,"LINESTRING (23.8857687 54.9322094, 23.8861622 54.9316978, 23.8882639 54.9289582)",,,,,
32846424,6216924807,0,262754114,trunk,4,90,Islandijos pl.,True,A1,False,241.58161326886864,"LINESTRING (23.8904634 54.9378406, 23.8919345 54.9377498, 23.8942238 54.9376091)",,,,,
32846425,59595566,0,"[64497040, 25767044, 25767045]",trunk,2,90,Islandijos pl.,True,A1,False,983.4538409787965,"LINESTRING (23.891138 54.937959, 23.8904125 54.9380027, 23.8897786 54.9380609, 23.8893642 54.938107, 23.8888681 54.9381661, 23.8883745 54.938232, 23.8878634 54.9383163, 23.8874705 54.9383884, 23.8870373 54.9384738, 23.8862023 54.9386637, 23.8856369 54.9388058, 23.8851799 54.9389453, 23.8846005 54.9391248, 23.8841133 54.9392917, 23.8836725 54.9394568, 23.8833163 54.9395963, 23.8829551 54.9397453, 23.8826319 54.9398842, 23.8820445 54.9401626, 23.8814872 54.9404558, 23.8809341 54.9407825, 23.8804197 54.9411141, 23.8799331 54.9414579, 23.8794551 54.94184, 23.8790953 54.9421523, 23.8787192 54.9425561)",yes,,,,
32846425,281029847,0,"[4960978, 992134939, 992134940]",trunk,"['4', '3']",90,Vakarinis aplinkl.,True,,False,223.60337545316133,"LINESTRING (23.891138 54.937959, 23.8904869 54.9380782, 23.8900582 54.9381587, 23.8896163 54.9382635, 23.889103 54.9383968, 23.8887894 54.9384908, 23.8883393 54.9386454, 23.8879593 54.9387802)",,,,,
32846429,32846434,0,4960964,trunk_link,1,90,,True,,False,278.5640141819376,"LINESTRING (23.8790658 54.9398266, 23.8784176 54.9398232, 23.8782323 54.9398423, 23.8780555 54.9398891, 23.8778999 54.9399539, 23.8777737 54.9400311, 23.8776903 54.9401036, 23.8776259 54.9401844, 23.8775839 54.9402707, 23.8775654 54.9403863, 23.8775819 54.9404841, 23.8776293 54.9405818, 23.8777508 54.9407121, 23.8778765 54.9407947, 23.8780299 54.9408629, 23.8782067 54.9409133, 23.8783841 54.9409412, 23.8785747 54.9409438, 23.8787686 54.9409302, 23.8792835 54.9408529)",,,,,
32846429,32841598,0,32491959,trunk,2,70,Vakarinis aplinkl.,True,A5,False,262.60243949671724,"LINESTRING (23.8790658 54.9398266, 23.8785924 54.939708, 23.8781257 54.939577, 23.8777596 54.9394545, 23.8772553 54.9392619, 23.876691 54.9390051, 23.8762133 54.9387381, 23.8757552 54.9384655)",,,,,
32846434,32846436,0,67302152,trunk_link,1,90,,True,222,False,131.13187056412227,"LINESTRING (23.8792835 54.9408529, 23.8795311 54.9407742, 23.8797927 54.9406632, 23.8799649 54.9405662, 23.8802975 54.9403629, 23.8807936 54.9400648)",,,,,
32846436,281030575,0,169980798,trunk,3,90,Žemaičių pl.,True,222,False,181.97983238965173,"LINESTRING (23.8807936 54.9400648, 23.8816978 54.9393276, 23.8821253 54.9389623, 23.8823788 54.9387062)",,,,,
32846451,364850901,0,"[114372899, 35007620, 32343302, 114372903, 127864464]",trunk_link,"['2', '3']",90,,True,,False,812.098135282888,"LINESTRING (23.9100165 54.9366337, 23.9103647 54.9366133, 23.9157737 54.9362776, 23.9184497 54.9361123, 23.9196038 54.9360399, 23.9201085 54.9360088, 23.9226527 54.9358338)",yes,,,,
46801114,365328442,0,"[937342177, 26489962, 80798300]",secondary,"['5', '4']",50,S. Žukausko g.,False,,False,174.95678807532946,"LINESTRING (23.9511433 54.9188022, 23.9509677 54.918938, 23.9505681 54.9192357, 23.9504325 54.9193368, 23.9496533 54.9198965, 23.9494531 54.9200398)",,,,,
46801114,181324406,0,"[931393568, 931393569, 80798306, 931393665, 991653444, 991653443, 931393666, 991653442, 972478703, 931393567]",primary,6,50,Savanorių pr.,False,A6,False,319.23268306893124,"LINESTRING (23.9511433 54.9188022, 23.950881 54.9186827, 23.9506665 54.9185854, 23.9502627 54.9184015, 23.9500348 54.9182977, 23.9499491 54.9182587, 23.9494289 54.9180217, 23.9491843 54.9179103, 23.9490186 54.9178348, 23.9480874 54.9174107, 23.947399 54.9170971, 23.9473151 54.9170589, 23.9472279 54.9170195)",,,,,
46801114,292201998,0,"[687400451, 687400452, 687400453, 687400454, 687400455, 167374173]",secondary,4,50,Birželio 23-iosios g.,False,,True,228.71082421983613,"LINESTRING (23.9511433 54.9188022, 23.9513062 54.9186763, 23.9519357 54.9182146, 23.9521072 54.9180888, 23.9522263 54.9180015, 23.9522992 54.917948, 23.9526389 54.9176989, 23.9532049 54.9172838, 23.9533449 54.9171807)",,,,,
46801114,181324585,0,"[991653440, 991653441, 1169942147, 759234374, 759238939, 931394366, 169133556, 991653434, 444441975, 759238936, 759238937, 759238938, 991653435, 991653437, 991653438, 991653439]",primary,6,50,Savanorių pr.,False,A6,True,679.954156479803,"LINESTRING (23.9511433 54.9188022, 23.9517996 54.9191014, 23.9523998 54.9193691, 23.9526865 54.9194992, 23.9527967 54.9195497, 23.9534371 54.9198412, 23.9537344 54.9199762, 23.95399 54.9200901, 23.9541514 54.920162, 23.9543172 54.9202377, 23.9544241 54.9202859, 23.9546588 54.9203917, 23.9554554 54.9207518, 23.9562489 54.9211083, 23.9566015 54.9212672, 23.9568588 54.9213831, 23.9570223 54.9214568, 23.9572041 54.9215387, 23.9577719 54.9217946, 23.95796 54.9218794, 23.9584574 54.9221036, 23.9595083 54.9225812)",,,,,
51408753,1859860550,0,80951393,residential,2,50,Maironio g.,False,,False,26.616002488866386,"LINESTRING (23.9092379 54.8945767, 23.9092419 54.8946022, 23.9092551 54.8946868, 23.9092591 54.8947119, 23.9092752 54.8948151)",,,,,
51408753,1859860564,0,1124660497,primary,7,50,Karaliaus Mindaugo pr.,False,,True,43.10336332575643,"LINESTRING (23.9092379 54.8945767, 23.909073 54.8945859, 23.9088493 54.8945983, 23.9085662 54.8946084)",,,,,
51408753,860440224,0,1124660499,primary,7,50,Karaliaus Mindaugo pr.,False,,False,35.2401159228091,"LINESTRING (23.9092379 54.8945767, 23.9094686 54.8945576, 23.9097809 54.8945231)",,,,,
51835821,746333964,0,185996228,primary,4,50,Vytauto pr.,False,,True,63.00960829390307,"LINESTRING (23.9249057 54.8906631, 23.9250898 54.8905191, 23.925543 54.8902318)",,,,,
51835821,170376762,0,"[828735608, 828735609, 412668970]",primary,4,50,Vytauto pr.,False,,False,323.4788801077895,"LINESTRING (23.9249057 54.8906631, 23.924844 54.8908375, 23.9248359 54.8909069, 23.9248619 54.8912771, 23.9249043 54.8918245, 23.9249119 54.8919232, 23.9249187 54.8920065, 23.9249526 54.8925705, 23.9250083 54.8933688, 23.9250154 54.8934709, 23.9250225 54.8935663)",,,,,
51835821,60734593,0,"[8105919, 682097578, 682097579, 1023067831]",residential,2,50,Karo Ligoninės g.,False,,True,279.6932818873442,"LINESTRING (23.9249057 54.8906631, 23.9246893 54.8905337, 23.9245294 54.8904382, 23.9244826 54.8904101, 23.9243298 54.8903188, 23.9242075 54.8902456, 23.9239254 54.890077, 23.9231969 54.8896414, 23.9227147 54.889353, 23.9220825 54.888975, 23.9220129 54.8889334, 23.9218737 54.8888504)",,,,,
51835822,2747528763,0,65597721,primary,4,50,Vytauto pr.,False,,True,75.73651247498036,"LINESTRING (23.9251364 54.8952213, 23.9251463 54.8953299, 23.9251529 54.8954239, 23.9251805 54.8958174, 23.9251864 54.8959018)",,,,,
51835822,364862165,0,171229851,primary,5,50,Vytauto pr.,False,,True,61.96927845239476,"LINESTRING (23.9251364 54.8952213, 23.9251259 54.8950603, 23.9251072 54.8947728, 23.9250996 54.8946644)",,,,,
51835822,6055775826,0,"[841970809, 8027154]",tertiary,2,50,Kęstučio g.,True,,False,61.61605259393135,"LINESTRING (23.9251364 54.8952213, 23.9248599 54.8952341, 23.9241758 54.8952648)",,,,,
51835824,262807945,0,"[878028753, 8027155]",tertiary,2,50,I. Kanto g.,True,,False,76.66851590118077,"LINESTRING (23.9040536 54.8960763, 23.9039614 54.8959529, 23.9038442 54.8958188, 23.903528 54.8954568)",,,,,
51835824,60799217,0,"[878028754, 8111687]",residential,,50,I. Kanto g.,False,,False,124.50650822904358,"LINESTRING (23.9040536 54.8960763, 23.9040661 54.8961763, 23.9040977 54.8965675, 23.9041108 54.896683, 23.9041714 54.8971939)",,,,,
51835826,170346244,0,32491745,residential,,20,Druskininkų g.,False,,True,95.63813439300466,"LINESTRING (23.8976509 54.8963371, 23.8974889 54.8961458, 23.8969719 54.8955708)",,,,,
51835826,59641187,0,"[1350698920, 835881995]",residential,2,30,Nemuno g.,True,,False,103.58783679859988,"LINESTRING (23.8976509 54.8963371, 23.8974281 54.8963977, 23.8970478 54.8964859, 23.8969255 54.896511, 23.8965787 54.8965823, 23.8961447 54.8966788)",,,,,
51836551,2099631618,0,313490312,primary,5,50,Šauklių g.,False,141;222,False,106.28286754058634,"LINESTRING (23.8926641 54.8990776, 23.8926269 54.8992341, 23.8926173 54.8993217, 23.8926011 54.8994783, 23.8926125 54.8996363, 23.8926378 54.8997508, 23.8927173 54.9000267)",,,,,
51836551,363768669,0,"[1077731488, 6216247]",primary,4,50,Šauklių g.,False,141;222,True,34.10740678987241,"LINESTRING (23.8926641 54.8990776, 23.8926937 54.8989882, 23.8927338 54.8989099, 23.8927568 54.8988859, 23.8928499 54.8987936)",,,,,
51837041,880601968,0,74505263,residential,,30,Vidurinė g.,False,,False,59.91363292047105,"LINESTRING (23.8857944 54.904951, 23.8862164 54.9054321)",,,,,
51837041,60858622,0,"[979867425, 32492589, 1077731502]",secondary,3,50,Jurbarko g.,False,141;222,True,156.70436156753655,"LINESTRING (23.8857944 54.904951, 23.8865253 54.9047214, 23.8872399 54.904497, 23.887725 54.9043556, 23.8879538 54.9042844)",,,,,
51837041,880602085,0,1111330972,secondary,3,50,Jurbarko g.,False,141;222,False,99.5477221620068,"LINESTRING (23.8857944 54.904951, 23.8856222 54.9050056, 23.8853346 54.9050968, 23.8847668 54.9052772, 23.8844315 54.905384)",,,,,
51841581,10273263647,0,1123334888,primary,3,50,Pramonės pr.,True,,False,9.650442147145714,"LINESTRING (23.9835823 54.9107208, 23.9836356 54.910802)",,,,,
51841581,10273263644,0,68577439,secondary,2,50,Draugystės g.,True,,False,59.1280822034343,"LINESTRING (23.9835823 54.9107208, 23.9838241 54.910661, 23.984009 54.9106179, 23.9844607 54.9105614)",,,,,
58301659,292199677,0,68692884,secondary,2,50,Birželio 23-iosios g.,True,,False,83.84283102904794,"LINESTRING (23.956584 54.913449, 23.9565973 54.9135246, 23.9567158 54.9141992)",,,,,
58302310,9671887111,0,1052415025,tertiary,4,50,A. Baranausko g.,False,,True,13.71217224409151,"LINESTRING (23.9561058 54.9113625, 23.9561346 54.9114847)",,,,,
58302310,271277967,0,1099640173,tertiary,2,50,A. Baranausko g.,False,,False,30.08386910837428,"LINESTRING (23.9561058 54.9113625, 23.9560426 54.9110944)",,,,,
58302310,1151357735,0,"[1052415027, 8105827, 1288869796]",primary_link,"['2', '1']",50,,True,,False,182.03148210244302,"LINESTRING (23.9561058 54.9113625, 23.9564653 54.91164, 23.9566305 54.9117344, 23.9567876 54.9118009, 23.9571166 54.9119024, 23.9573722 54.9119663, 23.9575658 54.9120015, 23.9578822 54.9120555, 23.958503 54.9121257)",,,,,
58302312,364337835,0,36091558,tertiary,4,50,Radvilėnų pl.,False,,False,85.37656071545702,"LINESTRING (23.9486517 54.9047489, 23.9489096 54.9046453, 23.9490782 54.9045648, 23.9492252 54.9044856, 23.9493083 54.9044167, 23.9493677 54.9043593, 23.9494085 54.9043067, 23.9494578 54.9041728)",,,,,
58302312,1097239773,0,944524667,tertiary,2,50,Radvilėnų pl.,False,,True,46.20920467665723,"LINESTRING (23.9486517 54.9047489, 23.9485064 54.9048073, 23.9483816 54.9048651, 23.9480899 54.9050098)",,,,,
58302312,9444311106,0,"[53181993, 1099695802]",tertiary,2,50,A. Baranausko g.,False,,True,250.50979463503302,"LINESTRING (23.9486517 54.9047489, 23.9487903 54.9048404, 23.9491182 54.9050558, 23.9496674 54.9054165, 23.9497248 54.9054555, 23.9499569 54.9056181, 23.9501379 54.9057458, 23.9501822 54.905776, 23.9506847 54.9061178, 23.9511956 54.9064623)",,,,,
58302312,264251869,0,"[24358880, 1122881753]",residential,2,30,Skroblų g.,False,,True,170.39227961374087,"LINESTRING (23.9486517 54.9047489, 23.9485 54.9046557, 23.9482524 54.9045042, 23.9481748 54.9044718, 23.9463 54.9040955)",,,,,
58306115,248916258,0,"[1105175819, 470620900]",residential,"['2', '3']",50,Maironio g.,False,,True,175.16692913244304,"LINESTRING (23.9100709 54.9007625, 23.9100591 54.9006728, 23.9100053 54.9002649, 23.9099563 54.8998934, 23.9099428 54.8997914, 23.9099252 54.899658, 23.9099177 54.8996008, 23.9098962 54.899438, 23.9098837 54.8993433, 23.9098749 54.8992763, 23.9098637 54.8991917)",,,,,
58306115,364857279,0,"[1077731472, 281012723, 1077731471]",residential,2,50,V. Putvinskio g.,False,,False,320.3750327583263,"LINESTRING (23.9100709 54.9007625, 23.910509 54.9007477, 23.9105886 54.9007448, 23.910738 54.9007397, 23.9111462 54.9007258, 23.9116334 54.9007087, 23.9117372 54.9007056, 23.9123911 54.9006833, 23.9128883 54.9006663, 23.9129974 54.9006626, 23.9131094 54.9006588, 23.9135796 54.9006431, 23.9142136 54.9006211, 23.9144405 54.9006133, 23.9150729 54.9005917)",,,,,
58306115,2550373447,0,"[32455120, 1119348574, 1137582495]",residential,"['2', '3']",50,E. Ožeškienės g.,True,,False,275.95200544626886,"LINESTRING (23.9100709 54.9007625, 23.9099524 54.9007665, 23.9098876 54.9007674, 23.9097784 54.9007641, 23.9096712 54.9007502, 23.9095934 54.9007301, 23.9089224 54.9004908, 23.908526 54.9003443, 23.908376 54.9002854, 23.9081767 54.9002121, 23.907973 54.9001364, 23.9075773 54.8999893, 23.9070689 54.8998102, 23.9068187 54.8997239, 23.9067308 54.8996939, 23.9063523 54.8995594)",,,,,
58306117,7922816162,0,48737877,tertiary,2,30,Žemaičių g.,False,,False,368.2498333100162,"LINESTRING (23.9224618 54.8997487, 23.9222707 54.899834, 23.9217725 54.9001082, 23.9210292 54.9005185, 23.9206749 54.9007186, 23.9201532 54.9010116, 23.9200822 54.901064, 23.9200218 54.9011358, 23.9198555 54.9014311, 23.9198032 54.901509, 23.9197001 54.9016179, 23.9196287 54.9016833, 23.9195144 54.9017663, 23.9192903 54.9019389, 23.9188982 54.9022055, 23.9188315 54.9022605)",,,,,
58306117,9190242528,0,"[828553384, 1144890963]",tertiary,2,"['30', '50']",Žemaičių g.,False,,False,152.73232181930405,"LINESTRING (23.9224618 54.8997487, 23.9226686 54.8996768, 23.9228362 54.8996309, 23.9230234 54.8995747, 23.9231163 54.8995456, 23.9231442 54.8995347, 23.92317 54.8995227, 23.923214 54.8994954, 23.923245 54.8994723, 23.9232879 54.8994388, 23.9233105 54.8994064, 23.9233164 54.8993895, 23.9233189 54.8993722, 23.9232485 54.8987246, 23.9232402 54.898644)",,,,,
58306117,364862210,0,"[32455123, 1119348573]",residential,,50,V. Putvinskio g.,True,,False,63.07679905259761,"LINESTRING (23.9224618 54.8997487, 23.9224084 54.8997113, 23.9223768 54.8996897, 23.9222767 54.8996977, 23.9221517 54.8997451, 23.9217878 54.8999077, 23.921676 54.8999577)",,,,,
58306995,1787623083,0,"[68692880, 1127725001]",primary,5,50,Vytauto pr.,False,,False,47.38650360119852,"LINESTRING (23.9252772 54.8971957, 23.9252689 54.8970805, 23.9252595 54.8969507, 23.9252469 54.8967699)",,,,,
58306995,274294194,0,69715122,primary,5,50,Parodos g.,False,,True,54.974323625982066,"LINESTRING (23.9252772 54.8971957, 23.9253572 54.8973052, 23.9254372 54.8973838, 23.9255284 54.8974609, 23.9255635 54.8974798, 23.9256545 54.8975288, 23.925787 54.8975803)",,,,,
58311063,364859321,0,53023333,residential,,50,Gintariškių g.,False,,False,227.68179259221182,"LINESTRING (23.8907044 54.8924311, 23.890903 54.8923977, 23.8914663 54.8923062, 23.8918558 54.8922328, 23.892213 54.8921535, 23.8933164 54.8918111, 23.8935122 54.891764, 23.893657 54.8917339, 23.8937804 54.8917239, 23.8940109 54.8917187)",,,,,
58311898,365379110,0,8067836,secondary,,50,Vaidoto g.,False,,False,176.83786221226987,"LINESTRING (23.9761629 54.8697991, 23.9764002 54.8698965, 23.9766349 54.8699928, 23.9769353 54.8701965, 23.977107 54.8703509, 23.9772036 54.8704991, 23.977268 54.8706692, 23.9772966 54.8707551, 23.9773104 54.8708087, 23.9773651 54.8709903, 23.9774396 54.8711319)",,,,,
58311898,427666313,0,608101551,secondary,2,50,Vaidoto g.,False,,True,245.7512392473473,"LINESTRING (23.9761629 54.8697991, 23.9742961 54.8690125, 23.9733254 54.8685819, 23.9730917 54.8684725)",,,,,
58311898,82662842,0,"[1174513105, 68692874]",tertiary,,50,Kariūnų pl.,False,,True,464.4096703605571,"LINESTRING (23.9761629 54.8697991, 23.9762479 54.8696989, 23.9762622 54.8696246, 23.9762581 54.8695637, 23.9762387 54.8694181, 23.9761976 54.8691367, 23.9761805 54.8688128, 23.9762349 54.8686026, 23.9762683 54.8683871, 23.9762563 54.8681458, 23.9762127 54.8679022, 23.9761041 54.8676917, 23.9759425 54.8673662, 23.9758363 54.8671028, 23.9758267 54.8670788, 23.9757774 54.8669412, 23.975745 54.8666661, 23.975738 54.8665334, 23.9757315 54.866422, 23.9757785 54.8661598, 23.9758855 54.8656792)",,,,,
58313400,864644881,0,353476927,secondary,4,50,A. Juozapavičiaus pr.,False,,False,59.00760729097086,"LINESTRING (23.9383882 54.8711731, 23.9377163 54.8715366)",,,,,
58313400,150543467,0,58924035,residential,,,Norvegų g.,False,,True,147.94077027381982,"LINESTRING (23.9383882 54.8711731, 23.9382772 54.8711063, 23.9381139 54.8710079, 23.9369942 54.8703335, 23.936791 54.8702111)",,,,,
58313400,676108264,0,353476927,secondary,4,50,A. Juozapavičiaus pr.,False,,True,63.5835767343153,"LINESTRING (23.9383882 54.8711731, 23.9385353 54.8710912, 23.9389277 54.8708786, 23.9389931 54.8708431, 23.9391097 54.8707799)",,,,,
58313402,864644700,0,317620127,secondary,4,50,A. Juozapavičiaus pr.,False,,True,89.3525794564886,"LINESTRING (23.9334132 54.8785829, 23.9334616 54.8785448, 23.9335384 54.878476, 23.9337053 54.8783085, 23.9337935 54.878203, 23.9339113 54.8780383, 23.9340429 54.877868)",,,,,
58313402,365380009,0,"[1148158273, 53503089]",tertiary,3,50,Geležinkelio g.,False,,True,292.4409842169565,"LINESTRING (23.9334132 54.8785829, 23.9335644 54.8786581, 23.9336304 54.8786909, 23.9340342 54.8789005, 23.9343908 54.8790881, 23.9344099 54.8790987, 23.9344398 54.8791154, 23.9345076 54.8791532, 23.9345707 54.8791883, 23.9348211 54.8793082, 23.9349697 54.8793895, 23.9352192 54.87952, 23.9352939 54.8795396, 23.9353741 54.8795382, 23.9354853 54.8795171, 23.9356215 54.8794553, 23.935801 54.8793484, 23.9358696 54.8792986, 23.9359354 54.8792355, 23.9362409 54.8787632, 23.936265 54.8787385, 23.9363052 54.8787215, 23.9363535 54.8787123, 23.9363991 54.8787076, 23.9364411 54.8787096, 23.936515 54.8787163)",,,,,
58313402,3221976679,0,"[166603809, 1148158274]",secondary,4,50,A. Juozapavičiaus pr.,False,,False,555.6772411559654,"LINESTRING (23.9334132 54.8785829, 23.9332468 54.8787, 23.9332086 54.8787271, 23.9326893 54.879097, 23.9324063 54.8792986, 23.9321166 54.8795013, 23.931884 54.8796648, 23.9317722 54.8797358, 23.9316305 54.8798124, 23.9315175 54.8798703, 23.9311693 54.8800174, 23.931058 54.8800619, 23.9302152 54.8804093, 23.93011 54.880454, 23.9299245 54.8805393, 23.9296745 54.8806606, 23.9294406 54.8807975, 23.9292171 54.8809411, 23.9291233 54.8810053, 23.9288156 54.8812407, 23.9286883 54.8813356, 23.9285326 54.881462, 23.9284779 54.8815035, 23.9283466 54.881603, 23.9279978 54.8818685, 23.9274711 54.8821841)",,,,,
58314150,365379110,0,"[581648064, 943212242]",secondary,,50,Vaidoto g.,False,,True,48.68954710561334,"LINESTRING (23.9778481 54.8714936, 23.9777322 54.8714343, 23.9776422 54.8713702, 23.9775471 54.8712831, 23.9774396 54.8711319)",,,,,
58314150,722953767,0,"[390820398, 943212244, 943212246, 746692699, 747113180]",tertiary,,50,Baterijos pl.,False,,True,336.0014861668809,"LINESTRING (23.9778481 54.8714936, 23.9776316 54.871635, 23.9772317 54.8718809, 23.9771753 54.8719228, 23.9770962 54.8719892, 23.9770685 54.872022, 23.9769266 54.8722208, 23.9768685 54.8723364, 23.9768377 54.8724175, 23.9768203 54.8724977, 23.9768414 54.8727964, 23.9768811 54.8733727, 23.9769275 54.8737856, 23.9769799 54.8739315, 23.9771671 54.8743053)",,,,,
58314150,1202017916,0,"[1174513104, 68688489]",secondary,,50,Raudonojo Kryžiaus g.,False,,False,275.54361112247955,"LINESTRING (23.9778481 54.8714936, 23.9780006 54.8715428, 23.9781252 54.8715571, 23.9782584 54.871565, 23.9784062 54.8715643, 23.9787121 54.8715238, 23.9790036 54.8714677, 23.9800408 54.8712526, 23.9802903 54.8711883, 23.9805153 54.8711178, 23.98073 54.8710423, 23.9809018 54.8709601, 23.9810556 54.8708576, 23.9812017 54.8707342, 23.9813626 54.8705618, 23.9814018 54.8705177, 23.9814351 54.87048)",,,,,
